stop_id,stop_code,stop_name,stop_lat,stop_lon,route_id
4820,54768,Southbound Stevens Dr @ Normanby Cres,49.353278,-123.120319,[6691]
4821,54769,Southbound Stevens Dr @ Onslow Place,49.350505,-123.12074,[6691]
4822,54770,Southbound Stevens Dr @ 300 Block,49.348049,-123.121627,[6691]
4823,54771,Southbound Stevens Dr @ Bury Lane,49.345591,-123.124069,[6691]
4824,54772,Southbound Stevens Dr @ Bury Lane,49.344462,-123.125756,[6691]
4825,54773,Southbound Stevens Dr @ Hidhurst Place,49.34331,-123.12696,[6691]
4826,54774,Southbound Stevens Dr @ Hadden Dr,49.341524,-123.129562,[6691]
4827,54775,Southbound Taylor Way @ Hwy One Overpass,49.33855,-123.13509,[6691]
4828,54776,Southbound Taylor Way @ Anderson Cres,49.33391,-123.13508,[6691]
4829,54777,Southbound Taylor Way @ Keith Rd,49.33036,-123.13511,[6691]
4830,54778,Westbound E 15 St @ Grand Blvd East,49.321967,-123.057142,"[6676, 6682, 6692]"
4832,54780,Westbound Marine Dr @ 14 St,49.328058,-123.154732,"[10232, 6635, 6687, 6688, 6689, 6690, 6692, 6693]"
4837,54785,Southbound Hwy 99 @ Lawrence Way,49.403085,-123.242762,[6779]
4838,54786,Southbound Hwy 99 Offramp @ Ansell Place,49.398576,-123.248197,[6779]
4845,54793,Scottsdale Exchange @ Bay 6,49.137661,-122.887792,"[6700, 6702, 6710, 6821]"
4846,54794,Southbound Scott Rd @ 7300 Block,49.135716,-122.890542,"[11692, 6699, 6700, 6702, 6713, 6718, 6822]"
4847,54795,Westbound 72 Ave @ Scott Rd,49.134174,-122.891097,"[6700, 6702, 6718]"
4848,54796,Westbound 72 Ave @ 118 St,49.134087,-122.896338,"[6700, 6702, 6718]"
4849,54797,Westbound 72 Ave @ 116 St,49.134021,-122.902151,[6700]
4850,54798,Westbound 72 Ave @ 115 St,49.134002,-122.904771,[6700]
4851,54799,Westbound 72 Ave @ 113 St,49.133968,-122.909432,[6700]
4857,54805,Westbound River Rd @ 9500 Block,49.153406,-122.959105,[6748]
4858,54806,Westbound River Rd @ 9200 Block,49.154625,-122.966796,[6748]
4859,54807,Westbound River Rd @ 8700 Block,49.152942,-122.982039,[6748]
4860,54808,Westbound River Rd @ Alexander Rd,49.1507,-122.992058,[6748]
4861,54809,Westbound River Rd @ Webster Rd,49.148999,-122.997132,[6748]
4863,54811,Westbound Vantage Way @ 80 St,49.142292,-123.002916,[6748]
4864,54812,Westbound Vantage Way @ Vantage Place,49.140843,-123.008292,[6748]
4865,54813,Southbound 76 St @ Vantage Way,49.137827,-123.013524,[6748]
4866,54814,Westbound Progress Way @ 76 St,49.135573,-123.014234,[6748]
4867,54815,Westbound Progress Way @ Brown St,49.134828,-123.017251,[6748]
4868,54816,Westbound Progress Way @ Honeyman St,49.134241,-123.019678,[6748]
4870,54818,Northbound 72 St @ Vantage Way,49.136146,-123.025006,[6748]
4871,54819,Westbound River Rd @ Hopcott Rd,49.136705,-123.027212,[6748]
4873,54821,Southbound River Rd @ Deas Island Rd,49.126557,-123.049709,[6748]
4874,54822,Westbound Hwy 17A @ 60 Ave,49.111413,-123.052195,[6748]
4876,54824,Marpole Loop @ Bay 4,49.20366,-123.135845,"[6620, 6642]"
4879,50218,Northbound Granville St @ W 5th Ave,49.267439,-123.138273,"[6620, 6622, 6830, 6833, 6841]"
4881,58321,Southbound Howe St @ Dunsmuir St,49.284055,-123.11788,"[16718, 6614, 6617, 6620, 6622, 6637]"
4882,54830,Southbound Howe St @ W Georgia St,49.282906,-123.119595,"[16718, 6614, 6617, 6620, 6622, 6637, 6830, 6833, 6841]"
4883,54831,Southbound Howe St @ Robson St,49.281831,-123.121239,"[16718, 6614, 6617, 6620, 6622, 6637, 6830, 6833, 6841]"
4884,54832,Southbound Howe St @ Nelson St,49.279698,-123.124449,"[16718, 6614, 6617, 6620, 6622, 6637, 6830, 6833, 6841]"
4887,54835,Southbound Granville St @ W Cloverleaf,49.266704,-123.138572,"[6620, 6622, 6830, 6833, 6841]"
4891,54839,Northbound 62B St @ 60 Ave,49.112775,-123.050359,[6748]
4892,54840,Northbound River Rd @ Deas Island Rd,49.126288,-123.049405,[6748]
4893,54841,Eastbound River Rd @ 6400 Block,49.131467,-123.044426,[6748]
4894,54842,Southbound 72 St @ River Rd,49.136122,-123.02519,[6748]
4895,54843,Eastbound Progress Way @ 72 St,49.133349,-123.022862,[6748]
4896,54844,Eastbound Progress Way @ Honeyman St,49.134477,-123.018194,[6748]
4897,54845,Eastbound Progress Way @ Brown St,49.135141,-123.015487,[6748]
4898,54846,Northbound 76 St @ Progress Way,49.13631,-123.01333,[6748]
4899,54847,Eastbound Vantage Way @ 76 St,49.138603,-123.012369,[6748]
4900,54848,Eastbound Vantage Way @ Vantage Place,49.140989,-123.007385,[6748]
4901,54849,Eastbound Vantage Way @ 7800 Block,49.141911,-123.003941,[6748]
4903,54851,Eastbound River Rd @ Huston Rd,49.145417,-123.003052,[6748]
4904,54852,Eastbound River Rd @ Webster Rd,49.149625,-122.995376,[6748]
4905,54853,Eastbound River Rd @ Alexander Rd,49.151138,-122.990058,[6748]
4906,54854,Eastbound River Rd @ 8800 Block,49.153537,-122.978407,[6748]
4907,54855,Eastbound River Rd @ 9300 Block,49.154056,-122.964467,[6748]
4908,54856,Eastbound River Rd @ 9500 Block,49.153116,-122.957707,[6748]
4912,54860,Eastbound 72 Ave @ 11200 Block,49.133776,-122.912069,[6700]
4913,54861,Eastbound 72 Ave @ 113 St,49.133836,-122.908002,[6700]
4914,54862,Eastbound 72 Ave @ 114A St,49.133863,-122.904857,[6700]
4915,54863,Eastbound 72 Ave @ 116 St,49.133902,-122.900393,"[6700, 6702, 6718]"
4916,54864,Eastbound 72 Ave @ 118 St,49.133963,-122.895578,"[6700, 6702, 6718]"
4917,54865,Northbound Scott Rd @ 72 Ave,49.135869,-122.890168,"[11692, 46604, 6699, 6700, 6702, 6713, 6718, 6822]"
4918,54866,Southbound Scott Rd @ 72 Ave,49.133065,-122.890563,"[11692, 6699, 6713, 6822]"
4919,54867,Southbound Scott Rd @ 70 Ave,49.129466,-122.890557,"[11692, 6699, 6713, 6822]"
4921,54869,Southbound Scott Rd @ Wade Rd,49.123827,-122.890556,"[11692, 6699, 6713, 6822]"
4922,54870,Southbound Scott Rd @ 64 Ave,49.118292,-122.890589,"[6699, 6822]"
4923,54871,Southbound Scott Rd @ 62 Ave,49.115202,-122.890593,"[6699, 6822]"
4924,54872,Southbound Scott Rd @ Sunwood Dr,49.112592,-122.890628,"[6699, 6822]"
4925,54873,Southbound Scott Rd @ Hwy 10,49.108934,-122.890612,"[6699, 6822]"
4928,54876,Westbound Hwy 10 @ 96 St,49.091562,-122.957913,"[6699, 6715, 6822]"
4929,54877,Eastbound Hwy 10 @ Hornby Dr,49.089392,-122.962174,"[6699, 6715, 6822]"
4933,54881,Northbound Scott Rd @ Hwy 10,49.109116,-122.890248,"[6699, 6822]"
4935,54883,Northbound Scott Rd @ 62 Ave,49.115855,-122.890228,"[6699, 6822]"
4936,54884,Northbound Scott Rd @ 64 Ave,49.119783,-122.890201,"[11692, 6699, 6713, 6822]"
4937,54885,Northbound Scott Rd @ 66 Ave,49.123259,-122.890191,"[11692, 6699, 6713, 6822]"
4938,54886,Northbound Scott Rd @ 68 Ave,49.126984,-122.890187,"[11692, 6699, 6713, 6822]"
4939,54887,Scottsdale Exchange @ Bay 3,49.137611,-122.888058,[6713]
4942,54890,Northbound 112 St @ 72A Ave,49.134599,-122.912551,[6700]
4943,54891,Northbound 112 St @ 73A Ave,49.137482,-122.91256,[6700]
4944,54892,Northbound 112 St @ Glenbrook Place,49.139722,-122.912547,[6700]
4945,54893,Northbound 112 St @ Bridlington Dr,49.142706,-122.912523,[6700]
4946,54894,Northbound 112 St @ 78A Ave,49.145667,-122.912483,[6700]
4947,54895,Northbound 112 St @ 80 Ave,49.149113,-122.912439,[6700]
4948,54896,Northbound 112 St @ 82 Ave,49.152508,-122.912368,[6700]
4949,54897,Northbound 112 St @ 84 Ave,49.155371,-122.912284,[6700]
4950,54898,Northbound 112 St @ 86 Ave,49.159956,-122.912283,[6700]
4951,54899,Northbound 112 St @ 88 Ave,49.163752,-122.912285,[6700]
4952,54900,Northbound 112 St @ 90 Ave,49.166484,-122.912268,[6700]
4953,54901,Northbound 112 St @ 91 Ave,49.168987,-122.911819,[6700]
4954,54902,Eastbound 92A Ave @ 112 St,49.171476,-122.91032,[6700]
4955,54903,Northbound 114 St @ 92A Ave,49.171752,-122.90722,[6700]
4956,54904,Northbound 114 St @ 94 Ave,49.174112,-122.906719,[6700]
4957,54905,Northbound 114 St @ 95 Ave,49.175673,-122.90672,[6700]
4958,54906,Eastbound 96 Ave @ 114 St,49.177055,-122.906137,[6700]
4959,54907,Eastbound 96 Ave @ 116 St,49.177061,-122.900724,"[6700, 6702, 6718]"
4960,54908,Eastbound 96 Ave @ 118 St,49.177071,-122.895023,"[6700, 6702, 6718]"
4961,54909,Eastbound 96 Ave @ Scott Rd,49.177023,-122.889399,"[6701, 6702, 6710]"
4962,54910,Northbound Scott Rd @ 96 Ave,49.177856,-122.889974,"[6700, 6703, 6710, 6718]"
4963,54911,Northbound Scott Rd @ 98 Ave,49.181018,-122.890044,"[6700, 6703, 6718]"
4964,54912,Northbound Scott Rd @ 99 Ave,49.183175,-122.890004,"[6700, 6703, 6718]"
4965,54913,Northbound Scott Rd @ 103A Ave,49.191325,-122.890078,"[46604, 6700, 6703, 6718, 6748]"
4966,54914,Northbound Scott Rd @ Old Yale Rd,49.198278,-122.883179,"[6700, 6703, 6718, 6748]"
4967,54915,Northbound Scott Rd @ Lien Rd,49.200711,-122.880627,"[6700, 6703, 6748]"
4969,54917,Southbound Scott Rd @ Old Yale Rd,49.198469,-122.883545,"[6700, 6703, 6718, 6748]"
4971,54919,Southbound Scott Rd @ 99 Ave,49.181778,-122.890406,"[6700, 6703, 6718]"
4972,54920,Westbound 96 Ave @ Scott Rd,49.177231,-122.890965,"[6700, 6701, 6702, 6718]"
4973,54921,Westbound 96 Ave @ 117B St,49.177194,-122.896846,"[6700, 6702, 6718]"
4974,54922,Westbound 96 Ave @ 116 St,49.177186,-122.901673,[6700]
4975,54923,Southbound 114 St @ 95A Ave,49.176531,-122.906879,[6700]
4976,54924,Southbound 114 St @ Dawson Cres,49.173425,-122.906874,[6700]
4977,54925,Southbound 114 St @ 92A Ave,49.171565,-122.907455,[6700]
4978,54926,Southbound 112 St @ 92A Ave,49.1713,-122.911158,[6700]
4979,54927,Southbound 112 St @ 91 Ave,49.169169,-122.91193,[6700]
4980,54928,Southbound 112 St @ 90 Ave,49.167281,-122.912436,[6700]
4981,54929,Southbound 112 St @ 8800 Block,49.16438,-122.912455,[6700]
4982,54930,Southbound 112 St @ Nordel Way,49.161542,-122.912449,[6700]
4983,54931,Southbound 112 St @ 86 Ave,49.159269,-122.912452,[6700]
4984,54932,Southbound 112 St @ 84 Ave,49.155111,-122.912492,[6700]
4985,54933,Southbound 112 St @ 82 Ave,49.151964,-122.912536,[6700]
4986,54934,Southbound 112 St @ 80 Ave,49.148382,-122.912621,[6700]
4987,54935,Southbound 112 St @ 78A Ave,49.145041,-122.91266,[6700]
4988,54936,Southbound 112 St @ Bridlington Dr,49.142167,-122.912696,[6700]
4989,54937,Southbound 112 St @ 74A Ave,49.138009,-122.91272,[6700]
4991,54939,Eastbound 72 Ave @ Nicholson Rd,49.133945,-122.892351,"[6700, 6702, 6718]"
4994,54942,Northbound 122 St @ 7300 Block,49.135461,-122.884518,"[6703, 6821]"
4997,54945,Westbound Grace Rd @ 117 St,49.185497,-122.899756,[6748]
5000,54948,Westbound River Rd @ 92A Ave,49.171954,-122.9159,[6748]
5001,54949,Westbound River Rd @ 11000 Block,49.169871,-122.915377,[6748]
5002,54950,Westbound River Rd @ Russell Dr,49.16712,-122.917038,[6748]
5003,54951,Westbound River Rd @ Brooke Rd,49.165062,-122.928011,[6748]
5004,54952,Westbound River Rd @ Delwood Dr,49.162663,-122.93203,[6748]
5007,54955,Eastbound River Rd @ Centre St,49.158756,-122.938051,"[6701, 6748]"
5009,54957,Eastbound River Rd @ Delwood Dr,49.162667,-122.931689,"[6701, 6748]"
5015,54963,Southbound Brooke Rd @ Dunlop Rd,49.16218,-122.922216,[6701]
5016,54964,Southbound Brooke Rd @ 85A Ave,49.158349,-122.921247,[6701]
5017,54965,Eastbound 84 Ave @ Brooke Rd,49.155985,-122.920073,[6701]
5018,54966,Eastbound 84 Ave @ 110A St,49.155974,-122.91683,[6701]
5019,54967,Eastbound 84 Ave @ 112 St,49.155963,-122.911531,"[6698, 6701]"
5020,54968,Eastbound 84 Ave @ 114 St,49.155896,-122.90646,[6701]
5021,54969,Eastbound 84 Ave @ 116 St,49.155839,-122.901124,"[6698, 6701]"
5022,54970,Eastbound 84 Ave @ 117B St,49.155859,-122.895989,[6701]
5023,54971,Eastbound 84 Ave @ 118A St,49.15588,-122.893492,[6701]
5024,54972,Northbound Scott Rd @ 86 Ave,49.159865,-122.89018,"[6701, 6703, 6710]"
5025,59035,Northbound Scott Rd @ Nordel Way,49.162457,-122.890176,"[46604, 6701, 6703, 6710]"
5026,54974,Northbound Scott Rd @ 90 Ave,49.167342,-122.890117,"[6701, 6703, 6710]"
5028,54976,Northbound Scott Rd @ Holt Rd,49.169575,-122.890094,"[6701, 6703, 6710]"
5029,54977,Northbound Scott Rd @ 93A Ave,49.173249,-122.890031,"[6701, 6703, 6710]"
5030,54978,Eastbound 96 Ave @ 122 St,49.177087,-122.884175,"[6701, 6702, 6710]"
5031,54979,Eastbound 96 Ave @ 124 St,49.177099,-122.879647,"[6701, 6710]"
5032,54980,Eastbound 96 Ave @ 125 St,49.177099,-122.87666,"[6701, 6710]"
5033,54981,Eastbound 96 Ave @ 126 St,49.177077,-122.872995,"[6701, 6710]"
5034,54982,Eastbound 96 Ave @ 128 St,49.177067,-122.867433,"[6701, 6710]"
5035,61516,Eastbound 96 Ave @ Prince Charles Blvd,49.177045,-122.863567,"[6701, 6710]"
5036,54984,Eastbound 96 Ave @ 130A St,49.17703,-122.86091,"[6701, 6710]"
5037,54985,Eastbound 96 Ave @ 132 St,49.177019,-122.855987,"[6701, 6710]"
5038,54986,Eastbound 96 Ave @ 134 St,49.176992,-122.850709,"[6701, 6710]"
5039,54987,Southbound King George Blvd @ 96 Ave,49.176019,-122.846016,"[37808, 6701, 6705, 6720]"
5040,54988,Northbound King George Blvd @ 96 Ave,49.177621,-122.845422,"[37808, 6701, 6705, 6709, 6710, 6720]"
5041,54989,Northbound King George Blvd @ Fraser Hwy,49.181116,-122.845247,"[6701, 6705, 6709, 6710, 6714, 6721, 6738]"
5042,54990,King George Station @ Bay 2,49.183124,-122.845136,"[6714, 6720, 6721]"
5045,54993,Surrey Central Station @ Bay 8,49.188961,-122.848754,"[6707, 6709]"
5046,54994,Southbound University Dr @ 10100 Block,49.187503,-122.851472,"[6702, 6705, 6709, 6738]"
5047,54995,Eastbound Old Yale Rd @ University Dr,49.185705,-122.851078,"[6705, 6709, 6738]"
5049,54997,Southbound King George Blvd @ 98 Ave,49.179601,-122.845814,"[6701, 6705, 6710]"
5050,54998,Westbound 96 Ave @ King George Blvd,49.177135,-122.847002,"[6701, 6710]"
5051,54999,Westbound 96 Ave @ 134 St,49.177159,-122.851794,"[6701, 6710]"
5052,55000,Westbound 96 Ave @ 132 St,49.177197,-122.857325,"[6701, 6710]"
5053,55001,Westbound 96 Ave @ 130 St,49.177222,-122.861965,"[6701, 6710]"
5054,55002,Westbound 96 Ave @ Prince Charles Blvd,49.177237,-122.864648,"[6701, 6710]"
5055,55003,Westbound 96 Ave @ 128 St,49.177263,-122.868763,"[6701, 6710]"
5056,55004,Westbound 96 Ave @ 126 St,49.177262,-122.874198,"[6701, 6710]"
5058,55006,Westbound 96 Ave @ 122 St,49.177234,-122.885246,[6702]
5059,55007,Southbound 124 St @ 96 Ave,49.176738,-122.879336,"[6701, 6710]"
5060,55008,Southbound 124 St @ 95 Ave,49.175188,-122.879321,"[6701, 6710]"
5061,55009,Southbound 124 St @ Iona Place,49.17346,-122.879333,"[6701, 6710]"
5062,55010,Southbound 124 St @ 93 Ave,49.171566,-122.879346,"[6701, 6710]"
5063,55011,Westbound 92 Ave @ 124 St,49.170308,-122.879957,"[6701, 6710]"
5064,55012,Westbound 92 Ave @ 122 St,49.170412,-122.885182,"[6701, 6710]"
5065,55013,Westbound 92 Ave @ Scott Rd,49.17049,-122.88922,"[6701, 6710]"
5066,55014,Southbound Scott Rd @ 90 Ave,49.166456,-122.890487,"[6701, 6703, 6710]"
5067,58694,Southbound Scott Rd @ Nordel Way,49.161084,-122.890541,"[46604, 6701, 6703, 6710]"
5068,55016,Southbound Scott Rd @ 86 Ave,49.159214,-122.890546,"[6701, 6703, 6710]"
5069,55017,Westbound 84 Ave @ Scott Rd,49.156064,-122.891,"[6698, 6701]"
5070,55018,Westbound 84 Ave @ 118A St,49.156002,-122.894371,[6701]
5071,55019,Westbound 84 Ave @ 117B St,49.155983,-122.897707,[6701]
5072,55020,Westbound 84 Ave @ 116 St,49.155971,-122.902101,"[6698, 6701]"
5073,55021,Westbound 84 Ave @ 114 St,49.156031,-122.906435,[6701]
5074,55022,Westbound 84 Ave @ 112 St,49.156114,-122.913155,"[6698, 6701]"
5075,55023,Westbound 84 Ave @ 110A St,49.156125,-122.917511,[6701]
5076,55024,Northbound Brooke Rd @ 84 Ave,49.15646,-122.920775,[6701]
5077,55025,Northbound Brooke Rd @ 85A Ave,49.158734,-122.921137,[6701]
5078,55026,Southbound Dunlop Rd @ Byron Rd,49.161839,-122.923646,[6701]
5079,55027,Southbound Dunlop Rd @ Delnova Dr,49.159576,-122.927284,[6701]
5080,55028,Southbound Dunlop Rd @ Sunset Dr,49.157065,-122.931293,[6701]
5081,55029,Southbound Dunlop Rd @ 10400 Block,49.155265,-122.933671,[6701]
5082,55030,Westbound Centre St @ Skagit Dr,49.155135,-122.935818,[6701]
5083,55031,Westbound Centre St @ Main St,49.157102,-122.938669,[6701]
5084,55032,Eastbound River Rd @ Brooke Rd,49.165308,-122.925916,[6748]
5085,55033,Eastbound River Rd @ Russell Dr,49.167209,-122.916671,[6748]
5086,55034,Eastbound River Rd @ 11000 Block,49.170144,-122.915213,[6748]
5087,55035,Eastbound River Rd @ 92A Ave,49.17279,-122.915831,[6748]
5088,55036,Eastbound River Rd @ Knudson Rd,49.176518,-122.913647,[6748]
5089,55037,Eastbound River Rd @ Regal Dr,49.179002,-122.910786,[6748]
5090,55038,Eastbound River Rd @ Millar Rd,49.18249,-122.906627,[6748]
5093,55041,Scottsdale Exchange @ Bay 2,49.137505,-122.888277,"[6702, 6710]"
5094,55042,Southbound 122 St @ 7300 Block,49.13569,-122.884707,"[6703, 6821]"
5097,55045,Northbound 116 St @ 73A Ave,49.136763,-122.901358,"[6702, 6718]"
5098,55046,Northbound 116 St @ 75A Ave,49.140629,-122.901336,"[6702, 6718]"
5099,55047,Northbound 116 St @ 76A Ave,49.142388,-122.901338,"[6702, 6718]"
5100,55048,Northbound 116 St @ 77A Ave,49.144598,-122.901344,"[6702, 6718]"
5101,55049,Northbound 116 St @ 78A Ave,49.146469,-122.901359,"[6702, 6718]"
5102,55050,Northbound 116 St @ 80 Ave,49.149013,-122.901357,"[6702, 6718]"
5103,55051,Northbound 116 St @ 82 Ave,49.152862,-122.901402,"[6702, 6718]"
5104,55052,Northbound 116 St @ 84 Ave,49.156167,-122.901462,"[6702, 6718]"
5105,55053,Northbound 116 St @ 86 Ave,49.159986,-122.902042,"[6702, 6718]"
5106,55054,Northbound 116 St @ 88 Ave,49.163587,-122.902042,"[6702, 6718]"
5107,55055,Northbound 116 St @ 90 Ave,49.167264,-122.901588,"[6702, 6718]"
5108,55056,Northbound 116 St @ 9000 Block,49.169216,-122.901186,"[6702, 6718]"
5109,55057,Northbound 116 St @ 92 Ave,49.170833,-122.901159,"[6702, 6718]"
5110,55058,Northbound 116 St @ 94 Ave,49.174037,-122.901105,"[6702, 6718]"
5111,55059,Northbound 123A St @ 96 Ave,49.177729,-122.880413,[6702]
5112,55060,Northbound 123A St @ 98 Ave,49.181312,-122.880409,[6702]
5113,55061,Northbound 123A St @ 99 Ave,49.183104,-122.880403,[6702]
5114,55062,Eastbound 100 Ave @ 123A St,49.184389,-122.87992,[6702]
5115,55063,Eastbound 100 Ave @ 124B St,49.184458,-122.875767,[6702]
5116,55064,Eastbound 100 Ave @ Helen Dr,49.184439,-122.872619,[6702]
5117,55065,Eastbound 100 Ave @ 128 St,49.184382,-122.867079,[6702]
5118,55066,Eastbound 100 Ave @ 130 St,49.184366,-122.861709,[6702]
5119,55067,Northbound 132 St @ 100 Ave,49.184856,-122.856416,"[6702, 6707]"
5120,55068,Eastbound Old Yale Rd @ 132 St,49.187432,-122.855723,[6702]
5121,55069,Northbound University Dr @ Old Yale Rd,49.186513,-122.851544,[6702]
5122,55070,Surrey Central Station @ Bay 9,49.188967,-122.848465,[6738]
5124,55072,Southbound 132 St @ Old Yale Rd,49.187331,-122.856596,"[6702, 6707]"
5125,55073,Westbound 100 Ave @ 132 St,49.184476,-122.857499,[6702]
5126,55074,Westbound 100 Ave @ 129A St,49.184484,-122.862697,[6702]
5127,55075,Westbound 100 Ave @ 128 St,49.184511,-122.868167,[6702]
5128,55076,Westbound 100 Ave @ Helen Dr,49.184551,-122.87309,[6702]
5129,55077,Westbound 100 Ave @ 124B St,49.184586,-122.876926,[6702]
5130,55078,Southbound 123A St @ 100 Ave,49.183973,-122.880587,[6702]
5131,55079,Southbound 123A St @ 99 Ave,49.182279,-122.8806,[6702]
5132,55080,Southbound 123A St @ 98 Ave,49.180164,-122.8806,[6702]
5133,55081,Southbound 116 St @ 96 Ave,49.176744,-122.901266,"[6702, 6718]"
5134,55082,Southbound 116 St @ 94 Ave,49.173358,-122.901319,"[6702, 6718]"
5135,55083,Southbound 116 St @ 92 Ave,49.170253,-122.901372,"[6702, 6718]"
5136,55084,Southbound 116 St @ 9000 Block,49.169128,-122.901383,"[6702, 6718]"
5137,55085,Southbound 116 St @ 90 Ave,49.16626,-122.902164,"[6702, 6718]"
5138,55086,Southbound 116 St @ 87 Ave,49.161251,-122.902265,"[6702, 6718]"
5139,55087,Southbound 116 St @ 86 Ave,49.159086,-122.902243,"[6702, 6718]"
5140,55088,Southbound 116 St @ 84 Ave,49.155549,-122.901662,"[6702, 6718]"
5142,55090,Southbound 116 St @ 80 Ave,49.148289,-122.901566,"[6702, 6718]"
5143,55091,Southbound 116 St @ 78A Ave,49.145716,-122.901552,"[6702, 6718]"
5144,55092,Southbound 116 St @ 77A Ave,49.14358,-122.901542,"[6702, 6718]"
5145,55093,Southbound 116 St @ 76A Ave,49.141582,-122.901534,"[6702, 6718]"
5146,55094,Southbound 116 St @ 75A Ave,49.139763,-122.901539,"[6702, 6718]"
5147,55095,Southbound 116 St @ 73A Ave,49.135816,-122.901578,"[6702, 6718]"
5148,55096,Scott Road Station @ Bay 7,49.204192,-122.874952,"[6748, 6818]"
5159,55107,Eastbound 114 Ave @ 132 St,49.209754,-122.855902,[6818]
5160,55108,Southbound 133A St @ 114 Ave,49.209357,-122.852186,[6818]
5161,55109,Southbound 133A St @ 112A Ave,49.206928,-122.852573,[6818]
5162,55110,Eastbound 112 Ave @ 13400 Block,49.206149,-122.849758,[6818]
5163,55111,Eastbound 113 Ave @ 136 St,49.207649,-122.844784,[6819]
5164,55112,Eastbound 113 Ave @ 138 St,49.207627,-122.839111,[6819]
5165,55113,Eastbound 113 Ave @ 140 St,49.207594,-122.833397,[6819]
5167,55115,Eastbound Grosvenor Rd @ Gladstone Dr,49.208022,-122.828481,[6819]
5168,55116,Northbound McBride Dr @ 114 Ave,49.210553,-122.825375,[6819]
5169,55117,Northbound McBride Dr @ King Rd,49.212867,-122.826946,[6819]
5170,55118,Eastbound 116A Ave @ 14500 Block,49.214212,-122.819115,[6819]
5171,55119,Southbound Surrey Rd @ 116A Ave,49.213715,-122.81692,[6819]
5172,55120,Southbound Surrey Rd @ Wellington Dr,49.20972,-122.813992,[6819]
5173,55121,Southbound Wallace Dr @ Roxburgh Rd,49.207269,-122.815296,[6819]
5174,55122,Southbound 148 St @ 111A Ave,49.204826,-122.812738,[6819]
5175,55123,Southbound 148 St @ 110 Ave,49.201973,-122.812702,[6819]
5176,55124,Eastbound 108 Ave @ 148 St,49.198633,-122.811885,"[6712, 6819]"
5177,55125,Eastbound 108 Ave @ Oriole Dr,49.198663,-122.80821,"[6712, 6819]"
5178,55126,Southbound 150 St @ 107A Ave,49.197569,-122.806329,"[6712, 6819]"
5179,55127,Southbound 150 St @ 10600 Block,49.194934,-122.80642,"[6712, 6819]"
5180,55128,Guildford Exchange @ Bay 1,49.191353,-122.803459,"[17707, 6704, 6709, 6712, 6737, 6739, 7321]"
5182,55130,Southbound 152 St @ 105 Ave,49.192726,-122.801058,"[6712, 8290]"
5183,55131,Guildford Exchange @ Bay 2,49.191632,-122.804013,"[17707, 37808, 6704, 6709, 6712, 6737, 6739, 7321]"
5185,55133,Northbound 150 St @ 10600 Block,49.195692,-122.806183,"[6712, 6819]"
5186,55134,Northbound 150 St @ 107A Ave,49.198027,-122.806085,"[6712, 6819]"
5187,55135,Westbound 108 Ave @ Oriole Dr,49.198804,-122.809198,"[6712, 6819]"
5188,55136,Northbound 148 St @ 108 Ave,49.199256,-122.812411,[6819]
5189,55137,Northbound 148 St @ 110 Ave,49.202672,-122.81252,[6819]
5190,55138,Northbound Wallace Dr @ Ellendale Dr,49.205576,-122.813156,[6819]
5191,55139,Northbound Surrey Rd @ Wallace Dr,49.208257,-122.814848,[6819]
5192,55140,Northbound Surrey Rd @ Wellington Dr,49.209661,-122.813786,[6819]
5193,55141,Northbound Surrey Rd @ 115A Ave,49.212929,-122.815401,[6819]
5194,55142,Westbound 116A Ave @ King Rd,49.214323,-122.820312,[6819]
5195,55143,Southbound McBride Dr @ King Rd,49.2127,-122.82698,[6819]
5196,55144,Southbound Grosvenor Rd @ 114 Ave,49.210046,-122.825405,[6819]
5197,55145,Westbound Grosvenor Rd @ 142 St,49.208742,-122.827488,[6819]
5198,55146,Northbound Kindersley Dr @ Grosvenor Rd,49.20689,-122.831543,[6819]
5199,55147,Westbound 113 Ave @ 140 St,49.207682,-122.834717,[6819]
5200,55148,Westbound 113 Ave @ 138 St,49.207694,-122.84013,[6819]
5201,55149,Westbound 113 Ave @ 137 St,49.207719,-122.84292,[6819]
5202,55150,Southbound 136 St @ 113 Ave,49.207288,-122.845352,[6819]
5203,55151,Westbound 112 Ave @ 13400 Block,49.206237,-122.849936,[6818]
5204,55152,Northbound 133A St @ 112A Ave,49.207478,-122.852218,[6818]
5205,55153,Northbound 133A St @ Crestview Dr,49.209194,-122.852046,[6818]
5206,55154,Westbound 114 Ave @ 132 St,49.209844,-122.855872,[6818]
5214,55162,Southbound 128 St @ 114 Ave,49.209434,-122.867475,[6818]
5216,55164,Ladner Exchange @ Bay 6,49.087606,-123.062487,[6741]
5217,55165,Northbound Harvest Dr @ Ladner Trunk Rd,49.089714,-123.062836,"[6741, 6748, 6822]"
5218,55166,Eastbound Hwy 10 @ Hwy 17A,49.090025,-123.055655,[6822]
5219,55167,Eastbound Hwy 10 @ 62 St,49.090048,-123.050367,[6822]
5220,55168,Eastbound Hwy 10 @ 64 St,49.090018,-123.044621,[6822]
5221,55169,Eastbound Hwy 10 @ 66 St,49.090082,-123.039948,[6822]
5222,55170,Eastbound Hwy 10 @ Anderson Place,49.090071,-123.036586,[6822]
5224,55172,Southbound 72 St @ Hwy 10,49.089637,-123.024115,[6822]
